trade_id,pair,strategy,signal_type,entry_time,exit_time,entry_hour,session,confidence,entry_price,exit_price,position_size,risk_amount,pnl_pips,pnl,spread_cost,commission,total_costs,holding_time_minutes,entry_balance,exit_balance,is_winner,day,return_percentage,win_streak
222,GBPUSD,Mean_Reversion,BUY,2025-07-14 10:10:49.012558,2025-07-14 17:06:49.012558,17,New_York,0.6215904010124675,1.3052106419459286,1.3302088841871196,1475454182057679.5,7377270910288.397,249.9824224119086,36736215640650.23,118036334564.61436,29509083641.15359,147545418205.76794,416,295090836411535.9,331827052052186.1,True,6,12.449121120595432,104
223,GBPUSD,Scalping_1M,SELL,2025-07-14 11:03:49.012670,2025-07-14 11:05:49.012670,18,New_York,0.8309267972961522,1.3187804032482753,1.2926857463222206,663654104104372.2,3318270520521.8613,260.94656926054677,17251460753761.332,53092328328.349785,13273082082.087446,66365410410.43723,2,331827052052186.1,349078512805947.44,True,6,5.198931385210936,104
224,EURUSD,Breakout_Momentum,BUY,2025-07-14 10:52:49.012767,2025-07-14 12:09:49.012767,18,New_York,0.7431011202799068,1.1042254057456762,1.0972875376729105,1745392564029737.2,10472355384178.422,-69.37868072765531,-12231480823906.363,87269628201.48686,34907851280.59475,122177479482.0816,77,349078512805947.44,336847031982041.06,False,6,-3.503934036382766,105
225,EURUSD,RSI_Extreme,BUY,2025-07-14 11:22:49.012869,2025-07-14 12:52:49.012869,18,New_York,0.8150253020935563,1.105992585887402,1.09375799461386,1347388127928164.2,6736940639640.821,-122.34591273541999,-16579060200978.979,67369406396.40822,26947762558.563286,94317168954.9715,90,336847031982041.06,320267971781062.06,False,6,-4.921836509416799,105
226,USDJPY,Scalping_1M,SELL,2025-07-14 11:47:49.012972,2025-07-14 11:50:49.012972,18,New_York,0.898199729148872,110.05439437921935,111.32458484352244,640535943562124.1,3202679717810.6206,12701.90464303105,160133985890531.03,38432156613.72745,12810718871.242483,51242875484.96993,3,320267971781062.06,480401957671593.1,True,6,50.0,106
227,GBPUSD,Scalping_1M,BUY,2025-07-14 12:46:49.013082,2025-07-14 12:49:49.013082,19,New_York,0.9442082188314005,1.2902537725922845,1.305551539580305,960803915343186.4,4804019576715.932,152.97766988020564,14602074026563.582,76864313227.45491,19216078306.863728,96080391534.31863,3,480401957671593.1,495004031698156.7,True,6,3.0395533976041134,106
228,USDJPY,Breakout_Momentum,SELL,2025-07-14 12:04:49.013188,2025-07-14 15:09:49.013188,19,New_York,0.7954732380110248,111.1715609662719,109.62451537062334,2475020158490783.5,14850120950944.7,15470.45595648556,247502015849078.34,148501209509.447,49500403169.815674,198001612679.26266,185,495004031698156.7,742506047547235.0,True,6,50.0,106
229,EURUSD,News_Trading,SELL,2025-07-14 12:14:49.013285,2025-07-14 12:30:49.013285,19,New_York,0.8270205624757437,1.1100882923494977,1.1372866653648834,3712530237736175.0,29700241901889.402,271.98373015385846,100714905120206.05,185626511886.80875,74250604754.72351,259877116641.53226,16,742506047547235.0,843220952667441.0,True,6,13.564186507692922,106
230,EURUSD,Breakout_Momentum,SELL,2025-07-14 12:09:49.013382,2025-07-14 16:06:49.013382,19,New_York,0.7002514458161,1.1089582813492156,1.0887508584024657,4216104763337205.0,25296628580023.23,202.07422946749858,84901484807128.02,210805238166.86026,84322095266.74411,295127333433.6044,237,843220952667441.0,928122437474569.0,True,6,10.068711473374929,106
231,AUDUSD,News_Trading,BUY,2025-07-14 13:32:49.013510,2025-07-14 13:57:49.013510,20,After_Hours,0.8710690886737447,0.9820583958780642,0.9780835365049495,4640612187372845.0,37124897498982.76,39.748593731147544,17935313509358.504,417655096863.5561,92812243747.45691,510467340611.013,25,928122437474569.0,946057750983927.5,True,6,1.9324296865573773,106
232,USDJPY,Breakout_Momentum,BUY,2025-07-14 14:23:49.013618,2025-07-14 15:59:49.013618,21,After_Hours,0.7364156301022234,109.6002586921416,107.91870518468934,4730288754919638.0,28381732529517.824,16815.53507452245,473028875491963.75,283817325295.1783,94605775098.39276,378423100393.57104,96,946057750983927.5,1419086626475891.2,True,6,50.0,106
233,GBPUSD,RSI_Extreme,BUY,2025-07-14 13:52:49.013707,2025-07-14 14:55:49.013707,21,After_Hours,0.8165367109173879,1.2744151112099096,1.2696517049948968,5676346505903565.0,28381732529517.824,47.634062150129,26471109574197.44,454107720472.2852,113526930118.0713,567634650590.3566,63,1419086626475891.2,1445557736050088.8,True,6,1.8653624860051596,106
234,USDJPY,Scalping_1M,BUY,2025-07-14 13:51:49.013833,2025-07-14 13:52:49.013833,21,After_Hours,0.9057419314287626,111.52210410834682,111.48769618355554,2891115472100177.5,14455577360500.889,344.07924791277514,722778868025044.4,173466928326.01062,57822309442.003555,231289237768.01416,1,1445557736050088.8,2168336604075133.0,True,6,50.0,106
235,AUDUSD,Mean_Reversion,BUY,2025-07-14 15:47:49.013934,2025-07-14 19:55:49.013934,22,After_Hours,0.7514389691690291,0.9975672602352117,0.966054919141014,1.0841683020375664e+16,54208415101878.33,315.1234109419767,340454228241007.9,975751471833.8098,216833660407.5133,1192585132241.3232,248,2168336604075133.0,2508790832316141.0,True,6,15.701170547098837,106
236,AUDUSD,Mean_Reversion,SELL,2025-07-14 16:06:49.014031,2025-07-14 18:53:49.014031,23,After_Hours,0.629277989820477,1.0032104187071136,1.0016535552134174,1.2543954161580704e+16,62719770807903.53,-15.56863493696129,-20909059258536.508,1128955874542.2634,250879083231.6141,1379834957773.8774,167,2508790832316141.0,2487881773057604.5,False,6,-0.8334317468480644,107
237,GBPUSD,Scalping_1M,BUY,2025-07-14 16:21:49.014133,2025-07-14 16:25:49.014133,23,After_Hours,0.7400385784584582,1.2939937353434938,1.2811839801838716,4975763546115209.0,24878817730576.047,-128.09755159622145,-64235889112520.6,398061083689.21674,99515270922.30418,497576354611.52094,4,2487881773057604.5,2423645883945084.0,False,6,-2.581951031924429,107
238,AUDUSD,Scalping_1M,BUY,2025-07-14 17:00:49.014285,2025-07-14 17:02:49.014285,0,Asian,0.9117658525443881,0.998222547840003,0.9992628051155447,4847291767890168.0,24236458839450.84,-10.402572755416463,-5575632622688.795,436256259110.1152,96945835357.80338,533202094467.9186,2,2423645883945084.0,2418070251322395.0,False,7,-0.23005145510832928,107
239,USDJPY,Breakout_Momentum,SELL,2025-07-14 18:14:49.014410,2025-07-14 19:37:49.014410,1,Asian,0.6793350648525146,109.45489383248538,110.38699026546568,1.2090351256611976e+16,72542107539671.84,-9320.964329802971,-120903512566119.75,725421075396.7185,241807025132.23953,967228100528.958,83,2418070251322395.0,2297166738756275.0,False,7,-5.0,107
240,AUDUSD,Breakout_Momentum,SELL,2025-07-14 18:12:49.014512,2025-07-14 20:55:49.014512,1,Asian,0.7430393020439157,1.0032916117294832,1.020015482427633,1.1485833693781376e+16,68915002162688.25,-167.2387069814995,-114858336937813.75,1033725032440.3239,229716673875.62753,1263441706315.9514,163,2297166738756275.0,2182308401818461.2,False,7,-5.0,107
241,AUDUSD,News_Trading,SELL,2025-07-14 19:11:49.014637,2025-07-14 19:21:49.014637,2,Asian,0.8228017663793332,0.9792462718701259,1.0028026507069805,1.0911542009092306e+16,87292336072738.45,235.56378836854498,255836147639430.66,982038780818.3076,218230840181.84613,1200269621000.1538,10,2182308401818461.2,2438144549457892.0,True,7,11.72318941842725,108
242,AUDUSD,RSI_Extreme,BUY,2025-07-14 19:42:49.014740,2025-07-14 21:04:49.014740,2,Asian,0.8031173004047267,1.0031806922711368,1.003571422224579,9752578197831568.0,48762890989157.84,3.90729953442348,2737840823420.1147,877732037804.8412,195051563956.63138,1072783601761.4725,82,2438144549457892.0,2440882390281312.0,True,7,0.11229198137693921,108
243,AUDUSD,Mean_Reversion,BUY,2025-07-14 20:31:49.014847,2025-07-14 22:20:49.014847,3,Asian,0.7401985266982358,1.0120004520419548,0.9954530334436305,1.220441195140656e+16,61022059757032.805,165.47418598324307,200609027991661.66,1098397075626.5905,244088239028.13123,1342485314654.7217,109,2440882390281312.0,2641491418272973.5,True,7,8.218709299162153,108
244,AUDUSD,News_Trading,SELL,2025-07-14 20:35:49.014974,2025-07-14 20:41:49.014974,3,Asian,0.7283561947126965,0.9767911284601972,0.9873312356301381,1.3207457091364868e+16,105659656730918.94,105.40107169940946,137755192905332.1,1188671138222.8381,264149141827.2974,1452820280050.1355,6,2641491418272973.5,2779246611178305.5,True,7,5.215053584970473,108
245,AUDUSD,Breakout_Momentum,BUY,2025-07-14 19:57:49.015081,2025-07-14 21:06:49.015081,3,Asian,0.7207615861633206,1.0118290936997814,1.0136579409315403,1.3896233055891528e+16,83377398335349.16,-18.288472317589267,-26942672992292.18,1250660975030.2375,277924661117.83057,1528585636148.068,69,2779246611178305.5,2752303938186013.5,False,7,-0.9694236158794634,109
246,USDJPY,RSI_Extreme,SELL,2025-07-14 20:57:49.015314,2025-07-14 22:50:49.015314,4,Asian,0.7566867066701628,108.16821783218714,106.44641207184705,1.1009215752744054e+16,55046078763720.27,17218.057603400965,1376151969093006.8,660552945164.6432,220184315054.8811,880737260219.5243,113,2752303938186013.5,4128455907279020.0,True,7,50.0,110
247,AUDUSD,RSI_Extreme,BUY,2025-07-14 22:44:49.015687,2025-07-15 00:25:49.015687,5,Asian,0.9148449779208138,0.9836904603765402,0.9675172479854566,1.6513823629116082e+16,82569118145580.4,161.7321239108361,265265056343386.72,1486244126620.4475,330276472582.32166,1816520599202.769,101,4128455907279020.0,4393720963622406.5,True,7,6.425284956433444,110
248,AUDUSD,RSI_Extreme,SELL,2025-07-14 23:23:49.015872,2025-07-15 00:30:49.015872,6,Asian_Close,0.9011061798371843,0.9930334829094147,1.008405037223634,1.7574883854489624e+16,87874419272448.12,153.71554314219244,268220044511388.28,1581739546904.0662,351497677089.7925,1933237223993.8586,67,4393720963622406.5,4661941008133795.0,True,7,6.104621725687698,110
249,AUDUSD,RSI_Extreme,SELL,2025-07-14 22:58:49.016042,2025-07-14 23:42:49.016042,6,Asian_Close,0.8661059323607402,1.014559885555125,1.0229083106576313,1.864776403253518e+16,93238820162675.9,83.48425102506373,153628207311253.28,1678298762928.1663,372955280650.7036,2051254043578.8699,44,4661941008133795.0,4815569215445048.0,True,7,3.295370041002549,110
250,AUDUSD,Scalping_1M,BUY,2025-07-15 00:25:49.016251,2025-07-15 00:27:49.016251,7,Asian_Close,0.7569362371764468,0.9917751477943121,1.0005396980506545,9631138430890096.0,48155692154450.484,-87.64550256342334,-85472022030724.2,866802458780.1086,192622768617.80194,1059425227397.9106,2,4815569215445048.0,4730097193414324.0,False,7,-1.7749100512684666,111
251,USDJPY,Scalping_1M,BUY,2025-07-15 00:25:49.016475,2025-07-15 00:26:49.016475,7,Asian_Close,0.7324043779651277,108.35923589026278,108.63421389872916,9460194386828648.0,47300971934143.24,2749.780084663737,2365048596707162.0,567611663209.7189,189203887736.57297,756815550946.2919,1,4730097193414324.0,7095145790121486.0,True,7,50.0,112
252,EURUSD,Mean_Reversion,BUY,2025-07-15 01:40:49.016780,2025-07-15 06:33:49.016780,8,London,0.706768137403459,1.080201549332585,1.0921541183252519,3.547572895060743e+16,177378644753037.16,119.5256899266695,421542796820745.1,1773786447530.3716,709514579012.1487,2483301026542.5205,293,7095145790121486.0,7516688586942231.0,True,7,5.941284496333476,112
253,USDCHF,Scalping_1M,SELL,2025-07-15 02:50:49.017028,2025-07-15 02:51:49.017028,9,London,0.8355255849786494,1.0068912176604332,1.0229078155470452,1.5033377173884462e+16,75166885869422.31,160.1659788661207,239430553126230.44,1052336402171.9122,300667543477.6893,1353003945649.6016,1,7516688586942231.0,7756119140068461.0,True,7,3.1853195773224146,112
254,EURUSD,Mean_Reversion,BUY,2025-07-15 02:37:49.017188,2025-07-15 09:22:49.017188,9,London,0.6898207303705144,1.1168176940069832,1.1614201469353271,3.87805957003423e+16,193902978501711.53,446.0245292834391,1726995052558630.0,1939029785017.1152,775611914006.8462,2714641699023.9614,405,7756119140068461.0,9483114192627092.0,True,7,22.266226464171957,112
255,EURUSD,Scalping_1M,SELL,2025-07-15 03:20:49.017353,2025-07-15 03:24:49.017353,10,London,0.9306537928211918,1.0910588363953657,1.096504584101377,1.8966228385254184e+16,94831141926270.92,54.457477060112254,101957658733715.17,948311419262.7092,379324567705.08374,1327635986967.793,4,9483114192627092.0,9585071851360808.0,True,7,1.0751495412022452,112
256,GBPUSD,Breakout_Momentum,SELL,2025-07-15 04:07:49.017503,2025-07-15 05:58:49.017503,11,London,0.7675812997052245,1.2860799453512233,1.3080653343436726,4.792535925680404e+16,287552155540824.25,219.85388992449353,1048865129938039.9,3834028740544.3237,958507185136.0809,4792535925680.404,111,9585071851360808.0,1.0633936981298848e+16,True,7,10.942694496224677,112
257,EURUSD,Mean_Reversion,SELL,2025-07-15 05:09:49.017640,2025-07-15 07:54:49.017640,12,Overlap,0.6783976683901638,1.1133248204622541,1.1049962715277162,5.316968490649424e+16,265848424532471.22,83.28548934537848,439104444634241.06,2658484245324.712,1063393698129.8849,3721877943454.5967,165,1.0633936981298848e+16,1.107304142593309e+16,True,7,4.129274467268924,112
258,USDCHF,RSI_Extreme,SELL,2025-07-15 05:45:49.017755,2025-07-15 06:41:49.017755,12,Overlap,0.9321585925768726,1.015320474572268,1.005508481628595,4.429216570373236e+16,221460828518661.8,98.11992943672821,430608122431673.4,3100451599261.265,885843314074.6472,3986294913335.912,56,1.107304142593309e+16,1.1503649548364764e+16,True,7,3.888797177469129,112
259,USDCHF,News_Trading,SELL,2025-07-15 06:29:49.017875,2025-07-15 06:44:49.017875,13,Overlap,0.8419581486231351,1.0075686922007425,1.0070127643463418,5.751824774182382e+16,460145981934590.56,5.559278544006213,26799353759231.36,4026277341927.6675,1150364954836.4766,5176642296764.145,15,1.1503649548364764e+16,1.1530448902123996e+16,True,7,0.23296392720031073,112
260,USDCHF,Scalping_1M,BUY,2025-07-15 06:19:49.017987,2025-07-15 06:20:49.017987,13,Overlap,0.7635913042640485,1.0101959028769012,1.0188545877698303,2.306089780424799e+16,115304489021239.97,86.58684892929095,197601566632641.53,1614262846297.3594,461217956084.9599,2075480802382.3193,1,1.1530448902123996e+16,1.1728050468756638e+16,True,7,1.713736978585819,112
261,EURUSD,RSI_Extreme,BUY,2025-07-15 07:09:49.018114,2025-07-15 08:22:49.018114,14,Overlap,0.9314726230048145,1.0948923295241564,1.088596219140097,4.691220187502655e+16,234561009375132.75,62.961103840592,292080547233184.3,2345610093751.3276,938244037500.5311,3283854131251.859,73,1.1728050468756638e+16,1.2020131015989822e+16,True,7,2.49044415362368,112
262,EURUSD,News_Trading,BUY,2025-07-15 07:57:49.018235,2025-07-15 08:10:49.018235,15,Overlap,0.8434973686562651,1.0800445159974013,1.057227064137772,6.010065507994911e+16,480805240639592.9,228.174518596294,1367136758163333.5,3005032753997.4556,1202013101598.9824,4207045855596.438,13,1.2020131015989822e+16,1.3387267774153156e+16,True,7,11.3737259298147,112
263,USDCHF,Scalping_1M,SELL,2025-07-15 08:46:49.018349,2025-07-15 08:49:49.018349,15,Overlap,0.9114181316900202,1.0019798864198401,1.024677655749918,2.677453554830631e+16,133872677741531.56,226.97769330077827,605312523596077.9,1874217488381.4417,535490710966.1263,2409708199347.568,3,1.3387267774153156e+16,1.3992580297749234e+16,True,7,4.521553866015564,112
264,USDCHF,RSI_Extreme,BUY,2025-07-15 08:32:49.018465,2025-07-15 09:50:49.018465,15,Overlap,0.9444640797791239,1.013006234929025,1.0209647341311916,5.5970321190996936e+16,279851605954984.7,79.58499202166706,440402427636373.6,3917922483369.785,1119406423819.9387,5037328907189.724,78,1.3992580297749234e+16,1.4432982725385608e+16,True,7,3.1473996808666818,112
265,GBPUSD,News_Trading,BUY,2025-07-15 09:16:49.018589,2025-07-15 09:44:49.018589,16,New_York,0.7081249059088668,1.3074758793518138,1.323945171141528,7.216491362692803e+16,577319309015424.4,-164.69291789714276,-721649136269280.5,5773193090154.243,1443298272538.5608,7216491362692.804,28,1.4432982725385608e+16,1.3711333589116328e+16,False,7,-5.000000000000001,113
266,GBPUSD,News_Trading,SELL,2025-07-15 10:21:49.018710,2025-07-15 10:39:49.018710,17,New_York,0.8548942838321387,1.2973679650409902,1.3080706524828196,6.855666794558164e+16,548453343564653.1,-107.02687441829391,-685566679455816.5,5484533435646.531,1371133358911.6328,6855666794558.164,18,1.3711333589116328e+16,1.3025766909660512e+16,False,7,-5.000000000000001,113
267,GBPUSD,RSI_Extreme,BUY,2025-07-15 10:45:49.018817,2025-07-15 12:19:49.018817,17,New_York,0.7810599882595995,1.3003178152558534,1.2837685703976653,5.210306763864205e+16,260515338193210.25,-165.4924485818815,-651288345483025.6,4168245411091.3643,1042061352772.8411,5210306763864.205,94,1.3025766909660512e+16,1.2374478564177486e+16,False,7,-5.0,113
268,EURUSD,Mean_Reversion,SELL,2025-07-15 10:39:49.018942,2025-07-15 18:21:49.018942,17,New_York,0.7411644775921304,1.0913577345242171,1.1008676885740298,6.187239282088743e+16,309361964104437.2,-95.09954049812721,-592734680176064.1,3093619641044.3716,1237447856417.7488,4331067497462.12,462,1.2374478564177486e+16,1.1781743884001422e+16,False,7,-4.789977024906361,113
269,EURUSD,RSI_Extreme,SELL,2025-07-15 11:51:49.019064,2025-07-15 13:18:49.019064,19,New_York,0.9009445738941377,1.1083414671717577,1.0923878677529217,4.712697553600569e+16,235634877680028.44,159.53599418836112,748546001235203.5,2356348776800.2847,942539510720.1139,3298888287520.3984,87,1.1781743884001422e+16,1.2530289885236626e+16,True,7,6.353439767534444,114
270,EURUSD,Mean_Reversion,BUY,2025-07-15 12:29:49.019172,2025-07-15 15:07:49.019172,19,New_York,0.6412398256648382,1.106788971481539,1.1181455372395,6.265144942618313e+16,313257247130915.7,-113.56565757960882,-626514494261831.4,3132572471309.1567,1253028988523.6626,4385601459832.8193,158,1.2530289885236626e+16,1.1903775390974794e+16,False,7,-5.0,115
271,USDJPY,Mean_Reversion,SELL,2025-07-15 13:39:49.019275,2025-07-15 15:15:49.019275,20,After_Hours,0.5517649249845308,108.66617762626649,107.93470454270808,5.951887695487397e+16,297594384774369.9,-7314.7308355841415,-595188769548739.8,3571132617292.438,1190377539097.4795,4761510156389.918,96,1.1903775390974794e+16,1.1308586621426054e+16,False,7,-5.0,115
272,USDJPY,News_Trading,SELL,2025-07-15 15:46:49.019379,2025-07-15 16:05:49.019379,22,After_Hours,0.7289205784437265,111.57546943491637,110.77294193122292,5.654293310713027e+16,452343464857042.2,-8025.2750369346095,-565429331071302.8,3392575986427.816,1130858662142.6055,4523434648570.422,19,1.1308586621426054e+16,1.0743157290354752e+16,False,7,-5.0,115
273,USDJPY,Scalping_1M,BUY,2025-07-15 15:52:49.019478,2025-07-15 15:56:49.019478,23,After_Hours,0.8547421569552359,110.63023376917405,112.3949661163718,2.1486314580709504e+16,107431572903547.52,17647.323471977536,5371578645177376.0,1289178874842.57,429726291614.1901,1718905166456.7603,4,1.0743157290354752e+16,1.6114735935532128e+16,True,7,50.0,116
274,USDJPY,RSI_Extreme,BUY,2025-07-15 16:16:49.019574,2025-07-15 17:24:49.019574,23,After_Hours,0.9292407119152317,109.28179319933986,110.81595724858538,6.445894374212851e+16,322294718710642.56,15341.640492455143,8057367967766064.0,3867536624527.7104,1289178874842.5703,5156715499370.281,68,1.6114735935532128e+16,2.417210390329819e+16,True,7,50.0,116
275,USDJPY,Breakout_Momentum,SELL,2025-07-15 17:56:49.019772,2025-07-15 18:57:49.019772,1,Asian,0.7923156586830116,111.10765711273652,109.01549996083477,1.2086051951649096e+17,725163117098945.8,20921.571519017456,1.2086051951649096e+16,7251631170989.457,2417210390329.8193,9668841561319.277,61,2.417210390329819e+16,3.625815585494729e+16,True,8,50.0,116
276,USDJPY,Mean_Reversion,SELL,2025-07-15 18:11:49.019911,2025-07-16 01:56:49.019911,1,Asian,0.7088050527135152,109.89711981809698,106.6354844998122,1.8129077927473645e+17,906453896373682.2,32616.353182847924,1.8129077927473644e+16,10877446756484.186,3625815585494.7295,14503262341978.914,465,3.625815585494729e+16,5.438723378242093e+16,True,8,50.0,116
277,USDJPY,Scalping_1M,BUY,2025-07-15 20:24:49.020023,2025-07-15 20:27:49.020023,3,Asian,0.7595699963819322,110.63633948668063,109.36439997989369,1.0877446756484186e+17,543872337824209.3,12719.395067869344,2.7193616891210464e+16,6526468053890.511,2175489351296.8374,8701957405187.348,3,5.438723378242093e+16,8.15808506736314e+16,True,8,50.0,116
278,AUDUSD,News_Trading,SELL,2025-07-15 20:36:49.020126,2025-07-15 21:05:49.020126,3,Asian,0.8678962622381287,1.003131347047676,0.9712611461485495,4.079042533681569e+17,3263234026945255.5,318.7020089912643,1.2955121034580832e+16,36711382803134.125,8158085067363.14,44869467870497.266,29,8.15808506736314e+16,9.453597170821222e+16,True,8,15.880100449563212,116
279,AUDUSD,News_Trading,SELL,2025-07-15 22:57:49.020245,2025-07-15 23:22:49.020245,6,Asian_Close,0.6352252935116488,1.0061318496802123,1.022676168726536,4.726798585410611e+17,3781438868328489.0,-165.4431904632369,-4726798585410611.0,42541187268695.5,9453597170821.223,51994784439516.72,25,9.453597170821222e+16,8.980917312280162e+16,False,8,-5.0,117
280,AUDUSD,Scalping_1M,SELL,2025-07-15 23:51:49.020356,2025-07-15 23:53:49.020356,7,Asian_Close,0.727136670341224,0.9906212776361334,0.9803175415009255,1.7961834624560323e+17,898091731228016.1,103.03736135207866,1830982026670084.0,16165651162104.291,3592366924912.065,19758018087016.355,2,8.980917312280162e+16,9.16401551494717e+16,True,8,2.0387472270415734,118
281,EURUSD,RSI_Extreme,BUY,2025-07-16 01:36:49.020471,2025-07-16 02:44:49.020471,8,London,0.9474744523568248,1.1108863376247802,1.1222188582274661,3.665606205978868e+17,1832803102989434.0,-113.32520602686023,-4179715028500778.5,18328031029894.34,7331212411957.736,25659243441852.08,68,9.16401551494717e+16,8.746044012097091e+16,False,8,-4.561008241074409,119
282,USDCHF,Scalping_1M,SELL,2025-07-16 01:39:49.020578,2025-07-16 01:41:49.020578,8,London,0.7731502008809903,1.0059341000435855,1.0028003908438237,1.7492088024194182e+17,874604401209709.1,-31.337091997617993,-563894050866379.8,12244461616935.926,3498417604838.837,15742879221774.762,2,8.746044012097091e+16,8.689654607010453e+16,False,8,-0.6447418399523598,119
283,EURUSD,Scalping_1M,BUY,2025-07-16 01:16:49.020694,2025-07-16 01:20:49.020694,8,London,0.8308083631334853,1.0974825722221409,1.1077562033047756,1.7379309214020906e+17,868965460701045.2,-102.73631082634708,-1797651629808664.2,8689654607010.453,3475861842804.1816,12165516449814.635,4,8.689654607010453e+16,8.509889444029586e+16,False,8,-2.0687262165269416,119
284,GBPUSD,Mean_Reversion,SELL,2025-07-16 01:06:49.020799,2025-07-16 08:28:49.020799,8,London,0.6899658902934136,1.2923677427808213,1.2687771658964253,4.254944722014793e+17,2127472361007396.5,235.9057688439605,9995110613134366.0,34039557776118.348,8509889444029.587,42549447220147.94,442,8.509889444029586e+16,9.509400505343022e+16,True,8,11.745288442198024,120
285,GBPUSD,Breakout_Momentum,SELL,2025-07-16 01:50:49.020906,2025-07-16 04:39:49.020906,8,London,0.6613884468404386,1.3077553882534252,1.2791022939542471,4.754700252671511e+17,2852820151602906.5,286.5309429917799,1.3576140467885506e+16,38037602021372.09,9509400505343.023,47547002526715.12,169,9.509400505343022e+16,1.0867014552131573e+17,True,8,14.276547149588994,120
286,GBPUSD,Scalping_1M,BUY,2025-07-16 01:27:49.021006,2025-07-16 01:30:49.021006,8,London,0.9468153401429666,1.3332614086235537,1.3281765730178783,2.1734029104263146e+17,1086701455213157.2,50.84835605675508,1083405621337186.9,17387223283410.518,4346805820852.6294,21734029104263.15,3,1.0867014552131573e+17,1.0975355114265291e+17,True,8,0.9969671211351016,120
287,EURUSD,News_Trading,SELL,2025-07-16 01:51:49.021114,2025-07-16 02:08:49.021114,9,London,0.7138359957886329,1.107688342848628,1.1099298159248692,5.487677557132646e+17,4390142045706116.5,-22.414730762413086,-1268461892440578.8,27438387785663.23,10975355114265.293,38413742899928.52,17,1.0975355114265291e+17,1.0848508925021234e+17,False,8,-1.1557365381206544,121
288,USDCHF,Breakout_Momentum,SELL,2025-07-16 02:46:49.021216,2025-07-16 06:33:49.021216,9,London,0.8469778567582619,1.0060678637733909,1.014809864090599,5.424254462510617e+17,3254552677506370.0,87.42000317208137,4693065133025951.0,37969781237574.31,10848508925021.234,48818290162595.55,227,1.0848508925021234e+17,1.1317815438323829e+17,True,8,4.326000158604069,122
289,EURUSD,News_Trading,SELL,2025-07-16 03:37:49.021324,2025-07-16 04:06:49.021324,10,London,0.8097274792349032,1.0921176127495889,1.0939187661677523,5.658907719161914e+17,4527126175329532.0,18.01153418163519,979643744109907.1,28294538595809.574,11317815438323.83,39612354034133.41,29,1.1317815438323829e+17,1.141577981273482e+17,True,8,0.8655767090817594,122
290,USDCHF,Breakout_Momentum,SELL,2025-07-16 03:01:49.021424,2025-07-16 05:58:49.021424,10,London,0.8363642649421845,0.9967960098417477,1.022301501699946,5.70788990636741e+17,3424733943820445.5,-255.0549185819825,-5707889906367410.0,39955229344571.87,11415779812734.82,51371009157306.69,177,1.141577981273482e+17,1.0844990822098078e+17,False,8,-5.0,123
291,EURUSD,RSI_Extreme,SELL,2025-07-16 03:02:49.021541,2025-07-16 04:02:49.021541,10,London,0.9309655847159553,1.0972165458475984,1.0908056605096048,4.3379963288392314e+17,2168998164419615.8,64.1088533799352,2750673731780640.0,21689981644196.156,8675992657678.464,30365974301874.62,60,1.0844990822098078e+17,1.1120058195276142e+17,True,8,2.536354135197408,124
292,GBPUSD,RSI_Extreme,SELL,2025-07-16 03:18:49.021659,2025-07-16 04:59:49.021659,10,London,0.83681055879452,1.2862848301558123,1.3021545493957287,4.448023278110457e+17,2224011639055228.5,-158.69719239916338,-5560029097638072.0,35584186224883.66,8896046556220.914,44480232781104.57,101,1.1120058195276142e+17,1.0564055285512336e+17,False,8,-5.000000000000001,125
293,USDCHF,News_Trading,SELL,2025-07-16 02:57:49.021757,2025-07-16 03:11:49.021757,10,London,0.8933851227287202,1.0097210196771131,1.0368584361027577,5.282027642756168e+17,4225622114204934.5,271.37416425644636,1.428652012253922e+16,36974193499293.17,10564055285512.336,47538248784805.51,14,1.0564055285512336e+17,1.1992707297766258e+17,True,8,13.523708212822319,126
294,USDCHF,Mean_Reversion,SELL,2025-07-16 04:00:49.021882,2025-07-16 11:31:49.021882,11,London,0.6564422302698028,1.015157557314212,1.0071401684887138,5.996353648883128e+17,2998176824441564.5,-80.17388825498101,-4861477056668983.0,41974475542181.9,11992707297766.258,53967182839948.16,451,1.1992707297766258e+17,1.150655959209936e+17,False,8,-4.053694412749049,127
295,EURUSD,Breakout_Momentum,BUY,2025-07-16 06:44:49.022003,2025-07-16 08:38:49.022003,13,Overlap,0.664855568483787,1.1110497403013053,1.1473695804816721,5.75327979604968e+17,3451967877629808.0,363.1984018036686,2.0855547311973452e+16,28766398980248.402,11506559592099.361,40272958572347.766,114,1.150655959209936e+17,1.3592114323296706e+17,True,8,18.124920090183426,128
296,EURUSD,Mean_Reversion,SELL,2025-07-16 05:54:49.022153,2025-07-16 09:49:49.022153,13,Overlap,0.7518485916139872,1.099818362486103,1.0941554763396957,6.796057161648353e+17,3398028580824176.5,-56.62886146407428,-3896102195220683.0,33980285808241.77,13592114323296.707,47572400131538.48,235,1.3592114323296706e+17,1.3202504103774637e+17,False,8,-2.866443073203714,129
297,EURUSD,RSI_Extreme,BUY,2025-07-16 06:22:49.022258,2025-07-16 07:44:49.022258,13,Overlap,0.8967975763064007,1.1067897304085745,1.1260254715993294,5.281001641509855e+17,2640500820754927.5,192.35741190754976,1.0121431068913008e+16,26405008207549.273,10562003283019.71,36967011490568.984,82,1.3202504103774637e+17,1.4214647210665938e+17,True,8,7.666296476301991,130
